Ligand,Docking_Energy,rmsd/ub,RMSD_lb,Source_File
5610_uff_e=98.27_out,-4.2,22.731,21.859,ligand4.csv
5761_uff_e=571.68_out,-7.4,0.0,0.0,ligand4.csv
5761_uff_e=571.68_out,-6.2,25.736,23.014,ligand4.csv
5761_uff_e=571.68_out,-6.2,5.097,2.682,ligand4.csv
5761_uff_e=571.68_out,-6.1,24.34,22.241,ligand4.csv
5761_uff_e=571.68_out,-6.1,10.943,7.833,ligand4.csv
5761_uff_e=571.68_out,-6.0,24.04,21.523,ligand4.csv
5761_uff_e=571.68_out,-6.0,4.055,3.575,ligand4.csv
5761_uff_e=571.68_out,-6.0,7.308,4.244,ligand4.csv
5761_uff_e=571.68_out,-5.9,27.426,24.157,ligand4.csv
5770_uff_e=776.97_out,-6.9,0.0,0.0,ligand4.csv
5770_uff_e=776.97_out,-6.8,11.823,4.554,ligand4.csv
5770_uff_e=776.97_out,-6.8,26.415,22.163,ligand4.csv
5770_uff_e=776.97_out,-6.8,2.881,1.935,ligand4.csv
5770_uff_e=776.97_out,-6.8,11.742,4.537,ligand4.csv
5770_uff_e=776.97_out,-6.7,27.009,22.62,ligand4.csv
5770_uff_e=776.97_out,-6.7,27.442,23.403,ligand4.csv
5770_uff_e=776.97_out,-6.7,23.761,21.475,ligand4.csv
5770_uff_e=776.97_out,-6.7,10.226,3.331,ligand4.csv
5870_uff_e=362.98_out,-7.0,0.0,0.0,ligand4.csv
5870_uff_e=362.98_out,-7.0,23.934,22.356,ligand4.csv
5870_uff_e=362.98_out,-6.9,3.072,1.726,ligand4.csv
5870_uff_e=362.98_out,-6.8,25.588,22.437,ligand4.csv
5870_uff_e=362.98_out,-6.8,23.319,22.085,ligand4.csv
5870_uff_e=362.98_out,-6.7,4.493,2.864,ligand4.csv
5870_uff_e=362.98_out,-6.6,23.467,21.968,ligand4.csv
5870_uff_e=362.98_out,-6.6,3.764,2.29,ligand4.csv
5870_uff_e=362.98_out,-6.5,23.978,22.677,ligand4.csv
5910_uff_e=368.14_out,-4.9,0.0,0.0,ligand4.csv
5910_uff_e=368.14_out,-4.8,22.217,20.537,ligand4.csv
5910_uff_e=368.14_out,-4.7,3.09,1.853,ligand4.csv
5910_uff_e=368.14_out,-4.6,13.136,11.145,ligand4.csv
5910_uff_e=368.14_out,-4.6,10.78,9.209,ligand4.csv
5910_uff_e=368.14_out,-4.5,3.774,2.533,ligand4.csv
5910_uff_e=368.14_out,-4.5,22.604,21.413,ligand4.csv
5910_uff_e=368.14_out,-4.4,2.04,1.231,ligand4.csv
5910_uff_e=368.14_out,-4.4,12.579,10.504,ligand4.csv
5953_uff_e=531.96_out,-6.2,0.0,0.0,ligand4.csv
5953_uff_e=531.96_out,-6.2,27.093,24.12,ligand4.csv
5953_uff_e=531.96_out,-5.9,13.834,12.323,ligand4.csv
5953_uff_e=531.96_out,-5.9,24.109,22.838,ligand4.csv
5953_uff_e=531.96_out,-5.9,25.865,23.773,ligand4.csv
5953_uff_e=531.96_out,-5.8,27.463,24.419,ligand4.csv
5953_uff_e=531.96_out,-5.8,24.056,22.65,ligand4.csv
5953_uff_e=531.96_out,-5.8,4.553,2.594,ligand4.csv
5953_uff_e=531.96_out,-5.8,4.003,2.262,ligand4.csv
5983_uff_e=485.80_out,-6.3,0.0,0.0,ligand4.csv
5983_uff_e=485.80_out,-6.1,24.978,22.844,ligand4.csv
5983_uff_e=485.80_out,-5.7,2.282,1.739,ligand4.csv
5983_uff_e=485.80_out,-5.6,22.232,19.141,ligand4.csv
5983_uff_e=485.80_out,-5.6,31.825,29.047,ligand4.csv
5983_uff_e=485.80_out,-5.6,20.828,17.504,ligand4.csv
5983_uff_e=485.80_out,-5.6,3.926,2.141,ligand4.csv
5983_uff_e=485.80_out,-5.4,24.398,23.103,ligand4.csv
5983_uff_e=485.80_out,-5.4,23.854,22.26,ligand4.csv
5997_uff_e=551.25_out,-6.8,0.0,0.0,ligand4.csv
5997_uff_e=551.25_out,-6.8,23.38,21.907,ligand4.csv
5997_uff_e=551.25_out,-6.7,8.497,3.17,ligand4.csv
5997_uff_e=551.25_out,-6.7,8.259,3.692,ligand4.csv
5997_uff_e=551.25_out,-6.4,23.297,21.775,ligand4.csv
5997_uff_e=551.25_out,-6.3,8.371,3.443,ligand4.csv
5997_uff_e=551.25_out,-6.3,26.048,22.745,ligand4.csv
5997_uff_e=551.25_out,-6.3,24.334,22.931,ligand4.csv
5997_uff_e=551.25_out,-6.3,26.115,24.083,ligand4.csv
6000_uff_e=964.58_out,-8.3,0.0,0.0,ligand4.csv
6000_uff_e=964.58_out,-7.7,33.472,30.433,ligand4.csv
6000_uff_e=964.58_out,-7.3,29.412,26.012,ligand4.csv
6000_uff_e=964.58_out,-7.3,40.838,37.927,ligand4.csv
6000_uff_e=964.58_out,-7.2,32.276,30.396,ligand4.csv
6000_uff_e=964.58_out,-7.2,10.178,4.947,ligand4.csv
6000_uff_e=964.58_out,-7.2,29.701,25.301,ligand4.csv
6000_uff_e=964.58_out,-7.1,31.585,27.454,ligand4.csv
6000_uff_e=964.58_out,-7.1,25.048,20.318,ligand4.csv
6013_uff_e=476.42_out,-7.2,0.0,0.0,ligand4.csv
6013_uff_e=476.42_out,-7.0,6.599,1.049,ligand4.csv
6013_uff_e=476.42_out,-6.9,24.031,22.662,ligand4.csv
6013_uff_e=476.42_out,-6.8,4.455,2.963,ligand4.csv
6013_uff_e=476.42_out,-6.6,25.449,23.027,ligand4.csv
6013_uff_e=476.42_out,-6.6,24.214,23.142,ligand4.csv
6013_uff_e=476.42_out,-6.2,25.871,23.782,ligand4.csv
6013_uff_e=476.42_out,-6.1,3.791,2.093,ligand4.csv
6013_uff_e=476.42_out,-6.0,4.221,2.892,ligand4.csv
6070_uff_e=646.75_out,-7.9,0.0,0.0,ligand4.csv
6070_uff_e=646.75_out,-7.5,3.664,2.557,ligand4.csv
6070_uff_e=646.75_out,-7.4,23.298,19.99,ligand4.csv
6070_uff_e=646.75_out,-7.3,26.707,23.609,ligand4.csv
6070_uff_e=646.75_out,-7.3,9.407,2.423,ligand4.csv
6070_uff_e=646.75_out,-7.3,21.062,18.86,ligand4.csv
6070_uff_e=646.75_out,-7.3,37.11,34.255,ligand4.csv
6070_uff_e=646.75_out,-7.2,2.319,1.947,ligand4.csv
6070_uff_e=646.75_out,-7.2,10.522,3.593,ligand4.csv
6072_uff_e=472.67_out,-6.9,0.0,0.0,ligand4.csv
6072_uff_e=472.67_out,-6.5,23.833,20.799,ligand4.csv
6072_uff_e=472.67_out,-6.4,23.527,21.243,ligand4.csv
6072_uff_e=472.67_out,-6.4,1.94,1.579,ligand4.csv
6072_uff_e=472.67_out,-6.3,5.437,2.3,ligand4.csv
6072_uff_e=472.67_out,-6.3,7.794,3.719,ligand4.csv
6072_uff_e=472.67_out,-6.3,23.966,20.923,ligand4.csv
6072_uff_e=472.67_out,-6.2,21.212,17.011,ligand4.csv
6072_uff_e=472.67_out,-6.2,21.99,18.149,ligand4.csv
6088_uff_e=260.50_out,-5.4,0.0,0.0,ligand4.csv
6088_uff_e=260.50_out,-5.1,1.838,1.632,ligand4.csv
6088_uff_e=260.50_out,-5.1,4.733,1.739,ligand4.csv
6088_uff_e=260.50_out,-5.0,2.666,1.662,ligand4.csv
6088_uff_e=260.50_out,-5.0,2.508,1.888,ligand4.csv
6088_uff_e=260.50_out,-4.9,2.812,1.95,ligand4.csv
6088_uff_e=260.50_out,-4.7,20.095,18.911,ligand4.csv
6088_uff_e=260.50_out,-4.6,23.32,21.382,ligand4.csv
6088_uff_e=260.50_out,-4.6,24.356,22.447,ligand4.csv
6089_uff_e=293.31_out,-5.6,0.0,0.0,ligand4.csv
6089_uff_e=293.31_out,-5.4,2.276,1.662,ligand4.csv
6089_uff_e=293.31_out,-5.2,2.371,1.546,ligand4.csv
6089_uff_e=293.31_out,-5.0,4.095,3.21,ligand4.csv
6089_uff_e=293.31_out,-4.8,3.734,2.848,ligand4.csv
6089_uff_e=293.31_out,-4.7,23.189,21.085,ligand4.csv
6089_uff_e=293.31_out,-4.7,22.083,21.21,ligand4.csv
6089_uff_e=293.31_out,-4.6,20.841,19.219,ligand4.csv
6089_uff_e=293.31_out,-4.6,2.882,1.987,ligand4.csv
6128_uff_e=373.36_out,-7.2,0.0,0.0,ligand4.csv
6128_uff_e=373.36_out,-7.1,4.475,2.995,ligand4.csv
6128_uff_e=373.36_out,-6.9,24.206,22.875,ligand4.csv
6128_uff_e=373.36_out,-6.8,23.968,22.765,ligand4.csv
6128_uff_e=373.36_out,-6.8,24.073,23.109,ligand4.csv
6128_uff_e=373.36_out,-6.6,24.175,22.85,ligand4.csv
6128_uff_e=373.36_out,-6.3,25.909,22.415,ligand4.csv
6128_uff_e=373.36_out,-6.3,3.83,2.156,ligand4.csv
6128_uff_e=373.36_out,-6.2,16.125,14.249,ligand4.csv
6167_uff_e=807.40_out,-6.1,0.0,0.0,ligand4.csv
6167_uff_e=807.40_out,-6.1,26.224,23.386,ligand4.csv
6167_uff_e=807.40_out,-6.0,25.517,23.57,ligand4.csv
6167_uff_e=807.40_out,-5.9,6.943,2.286,ligand4.csv
6167_uff_e=807.40_out,-5.5,6.166,2.153,ligand4.csv
6167_uff_e=807.40_out,-5.5,27.711,24.76,ligand4.csv
6167_uff_e=807.40_out,-5.5,24.201,21.543,ligand4.csv
6167_uff_e=807.40_out,-5.3,35.088,32.827,ligand4.csv
6167_uff_e=807.40_out,-5.3,13.433,11.405,ligand4.csv
6185_uff_e=717.31_out,-6.9,0.0,0.0,ligand4.csv
6185_uff_e=717.31_out,-6.8,25.205,23.332,ligand4.csv
6185_uff_e=717.31_out,-6.7,25.225,23.094,ligand4.csv
6185_uff_e=717.31_out,-6.6,5.68,3.514,ligand4.csv
6185_uff_e=717.31_out,-6.5,2.662,1.722,ligand4.csv
6185_uff_e=717.31_out,-6.3,25.99,24.011,ligand4.csv
6185_uff_e=717.31_out,-6.3,24.819,22.934,ligand4.csv
6185_uff_e=717.31_out,-6.2,26.479,24.161,ligand4.csv
6185_uff_e=717.31_out,-6.2,26.89,24.177,ligand4.csv
6199_uff_e=250.95_out,-6.8,0.0,0.0,ligand4.csv
6199_uff_e=250.95_out,-5.8,21.414,20.519,ligand4.csv
6199_uff_e=250.95_out,-5.8,20.189,18.83,ligand4.csv
6199_uff_e=250.95_out,-5.8,2.102,1.37,ligand4.csv
6199_uff_e=250.95_out,-5.7,5.218,2.368,ligand4.csv
6199_uff_e=250.95_out,-5.6,4.388,2.75,ligand4.csv
6199_uff_e=250.95_out,-5.6,3.275,2.563,ligand4.csv
6199_uff_e=250.95_out,-5.5,23.073,22.172,ligand4.csv
6199_uff_e=250.95_out,-5.4,4.544,3.217,ligand4.csv
6293_uff_e=178.93_out,-6.8,0.0,0.0,ligand4.csv
6293_uff_e=178.93_out,-6.8,5.878,1.449,ligand4.csv
6293_uff_e=178.93_out,-6.2,3.436,1.949,ligand4.csv
6293_uff_e=178.93_out,-6.2,2.985,1.035,ligand4.csv
6293_uff_e=178.93_out,-6.1,4.099,2.096,ligand4.csv
6293_uff_e=178.93_out,-6.0,22.735,21.579,ligand4.csv
6293_uff_e=178.93_out,-6.0,24.662,23.364,ligand4.csv
6293_uff_e=178.93_out,-6.0,22.039,20.742,ligand4.csv
6293_uff_e=178.93_out,-6.0,14.655,12.58,ligand4.csv
6549_uff_e=123.41_out,-4.5,0.0,0.0,ligand4.csv
6549_uff_e=123.41_out,-4.5,3.022,2.233,ligand4.csv
6549_uff_e=123.41_out,-4.4,5.065,2.48,ligand4.csv
6549_uff_e=123.41_out,-4.3,22.465,20.816,ligand4.csv
6549_uff_e=123.41_out,-4.3,4.574,2.335,ligand4.csv
6549_uff_e=123.41_out,-4.3,23.971,22.478,ligand4.csv
6549_uff_e=123.41_out,-4.2,10.883,9.216,ligand4.csv
6549_uff_e=123.41_out,-4.2,9.895,8.457,ligand4.csv
6549_uff_e=123.41_out,-4.2,22.462,20.849,ligand4.csv
6557_uff_e=21.84_out,-3.6,0.0,0.0,ligand4.csv
6557_uff_e=21.84_out,-3.5,1.569,0.145,ligand4.csv
6557_uff_e=21.84_out,-3.5,2.541,0.78,ligand4.csv
6557_uff_e=21.84_out,-3.4,2.617,0.606,ligand4.csv
6557_uff_e=21.84_out,-3.3,2.555,0.858,ligand4.csv
6557_uff_e=21.84_out,-3.1,2.32,1.508,ligand4.csv
6557_uff_e=21.84_out,-3.1,3.356,1.428,ligand4.csv
6557_uff_e=21.84_out,-3.0,1.928,1.031,ligand4.csv
6557_uff_e=21.84_out,-2.9,19.078,17.923,ligand4.csv
6616_uff_e=349.10_out,-4.9,0.0,0.0,ligand4.csv
6616_uff_e=349.10_out,-4.8,2.251,0.781,ligand4.csv
6616_uff_e=349.10_out,-4.7,2.346,0.74,ligand4.csv
6616_uff_e=349.10_out,-4.6,3.287,1.082,ligand4.csv
6616_uff_e=349.10_out,-4.6,3.069,0.922,ligand4.csv
6616_uff_e=349.10_out,-4.5,2.204,0.973,ligand4.csv
6616_uff_e=349.10_out,-4.4,3.217,1.009,ligand4.csv
6616_uff_e=349.10_out,-4.4,2.854,1.273,ligand4.csv
6616_uff_e=349.10_out,-4.4,2.686,1.268,ligand4.csv
6654_uff_e=633.74_out,-4.9,0.0,0.0,ligand4.csv
6654_uff_e=633.74_out,-4.7,3.039,0.989,ligand4.csv
6654_uff_e=633.74_out,-4.7,2.674,0.945,ligand4.csv
6654_uff_e=633.74_out,-4.7,2.497,1.096,ligand4.csv
6654_uff_e=633.74_out,-4.6,3.071,1.24,ligand4.csv
6654_uff_e=633.74_out,-4.6,3.345,1.254,ligand4.csv
6654_uff_e=633.74_out,-4.6,3.274,0.974,ligand4.csv
6654_uff_e=633.74_out,-4.6,2.6,1.107,ligand4.csv
6654_uff_e=633.74_out,-4.5,2.465,1.161,ligand4.csv
6683_uff_e=193.78_out,-7.1,0.0,0.0,ligand4.csv
6683_uff_e=193.78_out,-7.0,3.167,0.647,ligand4.csv
6683_uff_e=193.78_out,-6.3,4.791,2.245,ligand4.csv
6683_uff_e=193.78_out,-6.3,5.915,1.495,ligand4.csv
6683_uff_e=193.78_out,-6.2,23.631,22.205,ligand4.csv
6683_uff_e=193.78_out,-6.1,13.558,11.914,ligand4.csv
6683_uff_e=193.78_out,-6.1,23.477,22.21,ligand4.csv
6683_uff_e=193.78_out,-6.0,14.12,11.971,ligand4.csv
6683_uff_e=193.78_out,-6.0,20.896,19.755,ligand4.csv
6716_uff_e=356.24_out,-6.0,0.0,0.0,ligand4.csv
6716_uff_e=356.24_out,-5.8,22.429,21.234,ligand4.csv
6716_uff_e=356.24_out,-5.7,3.357,1.286,ligand4.csv
6716_uff_e=356.24_out,-5.5,23.877,22.592,ligand4.csv
6716_uff_e=356.24_out,-5.5,23.09,21.577,ligand4.csv
6716_uff_e=356.24_out,-5.5,23.199,21.866,ligand4.csv
6716_uff_e=356.24_out,-5.4,23.019,21.866,ligand4.csv
6716_uff_e=356.24_out,-5.3,24.822,22.332,ligand4.csv
6716_uff_e=356.24_out,-5.2,13.684,11.794,ligand4.csv
6717_uff_e=464.79_out,-7.5,0.0,0.0,ligand4.csv
6717_uff_e=464.79_out,-6.4,3.988,2.676,ligand4.csv
6717_uff_e=464.79_out,-6.3,21.402,20.427,ligand4.csv
6717_uff_e=464.79_out,-6.3,5.367,3.589,ligand4.csv
6717_uff_e=464.79_out,-6.1,24.81,23.185,ligand4.csv
6717_uff_e=464.79_out,-6.1,5.967,4.538,ligand4.csv
6717_uff_e=464.79_out,-6.1,22.525,21.261,ligand4.csv
6717_uff_e=464.79_out,-6.0,13.459,10.939,ligand4.csv
6717_uff_e=464.79_out,-6.0,13.892,12.356,ligand4.csv
6748_uff_e=123.55_out,-5.7,0.0,0.0,ligand4.csv
6748_uff_e=123.55_out,-5.0,1.315,1.069,ligand4.csv
6748_uff_e=123.55_out,-4.9,4.205,2.124,ligand4.csv
6748_uff_e=123.55_out,-4.9,19.945,19.173,ligand4.csv
6748_uff_e=123.55_out,-4.7,19.129,17.772,ligand4.csv
6748_uff_e=123.55_out,-4.7,10.91,10.507,ligand4.csv
6748_uff_e=123.55_out,-4.7,3.177,2.086,ligand4.csv
6748_uff_e=123.55_out,-4.6,2.888,1.507,ligand4.csv
6748_uff_e=123.55_out,-4.6,21.191,19.76,ligand4.csv
6755_uff_e=90.31_out,-6.3,0.0,0.0,ligand4.csv
6755_uff_e=90.31_out,-6.1,3.795,2.008,ligand4.csv
6755_uff_e=90.31_out,-6.1,2.912,0.671,ligand4.csv
6755_uff_e=90.31_out,-5.6,21.957,20.821,ligand4.csv
6755_uff_e=90.31_out,-5.4,3.585,1.82,ligand4.csv
6755_uff_e=90.31_out,-5.3,19.682,18.826,ligand4.csv
6755_uff_e=90.31_out,-5.3,11.804,10.639,ligand4.csv
6755_uff_e=90.31_out,-5.2,3.932,1.68,ligand4.csv
6755_uff_e=90.31_out,-5.2,3.426,1.605,ligand4.csv
6758_uff_e=605.12_out,-6.9,0.0,0.0,ligand4.csv
6758_uff_e=605.12_out,-6.8,7.766,3.79,ligand4.csv
6758_uff_e=605.12_out,-6.5,24.443,21.163,ligand4.csv
6758_uff_e=605.12_out,-6.5,11.379,7.065,ligand4.csv
6758_uff_e=605.12_out,-6.4,7.513,4.92,ligand4.csv
6758_uff_e=605.12_out,-6.4,25.433,23.306,ligand4.csv
6758_uff_e=605.12_out,-6.4,11.034,4.212,ligand4.csv
6758_uff_e=605.12_out,-6.4,23.334,21.062,ligand4.csv
6758_uff_e=605.12_out,-6.4,13.905,10.85,ligand4.csv
6760_uff_e=451.13_out,-5.3,0.0,0.0,ligand4.csv
6760_uff_e=451.13_out,-5.2,6.409,4.037,ligand4.csv
6760_uff_e=451.13_out,-5.2,23.662,22.322,ligand4.csv
6760_uff_e=451.13_out,-5.2,24.225,23.049,ligand4.csv
6760_uff_e=451.13_out,-5.1,22.347,19.968,ligand4.csv
6760_uff_e=451.13_out,-5.1,3.184,1.369,ligand4.csv
6760_uff_e=451.13_out,-5.1,5.39,3.733,ligand4.csv
6760_uff_e=451.13_out,-5.0,6.142,2.605,ligand4.csv
6760_uff_e=451.13_out,-5.0,23.714,22.65,ligand4.csv
6773_uff_e=162.80_out,-7.1,0.0,0.0,ligand4.csv
6773_uff_e=162.80_out,-7.0,2.767,0.385,ligand4.csv
6773_uff_e=162.80_out,-6.9,5.113,0.754,ligand4.csv
6773_uff_e=162.80_out,-6.5,5.825,1.085,ligand4.csv
6773_uff_e=162.80_out,-6.3,5.648,2.004,ligand4.csv
6773_uff_e=162.80_out,-6.2,23.185,21.795,ligand4.csv
6773_uff_e=162.80_out,-6.1,5.105,2.554,ligand4.csv
6773_uff_e=162.80_out,-6.1,4.323,2.507,ligand4.csv
6773_uff_e=162.80_out,-6.0,24.149,22.101,ligand4.csv
6890_uff_e=284.03_out,-5.5,0.0,0.0,ligand4.csv
6890_uff_e=284.03_out,-5.3,1.937,1.384,ligand4.csv
6890_uff_e=284.03_out,-5.1,2.396,1.581,ligand4.csv
6890_uff_e=284.03_out,-5.0,1.983,1.658,ligand4.csv
6890_uff_e=284.03_out,-4.9,5.589,1.413,ligand4.csv
6890_uff_e=284.03_out,-4.8,3.31,2.348,ligand4.csv
6890_uff_e=284.03_out,-4.7,20.263,18.987,ligand4.csv
6890_uff_e=284.03_out,-4.5,14.8,13.361,ligand4.csv
6890_uff_e=284.03_out,-4.5,20.357,19.038,ligand4.csv
6989_uff_e=120.83_out,-5.3,0.0,0.0,ligand4.csv
6989_uff_e=120.83_out,-5.2,2.664,1.907,ligand4.csv
6989_uff_e=120.83_out,-4.9,4.962,3.093,ligand4.csv
6989_uff_e=120.83_out,-4.9,3.738,2.464,ligand4.csv
6989_uff_e=120.83_out,-4.8,4.348,1.378,ligand4.csv
6989_uff_e=120.83_out,-4.8,3.475,2.459,ligand4.csv
6989_uff_e=120.83_out,-4.8,22.119,20.997,ligand4.csv
6989_uff_e=120.83_out,-4.7,22.479,21.49,ligand4.csv
6989_uff_e=120.83_out,-4.7,4.873,2.416,ligand4.csv
7028_uff_e=154.37_out,-4.9,0.0,0.0,ligand4.csv
7028_uff_e=154.37_out,-4.8,2.353,1.621,ligand4.csv
7028_uff_e=154.37_out,-4.7,2.546,2.087,ligand4.csv
7028_uff_e=154.37_out,-4.7,3.465,2.924,ligand4.csv
7028_uff_e=154.37_out,-4.7,24.074,22.413,ligand4.csv
7028_uff_e=154.37_out,-4.6,3.201,2.535,ligand4.csv
7028_uff_e=154.37_out,-4.6,4.292,3.527,ligand4.csv
7028_uff_e=154.37_out,-4.5,20.026,19.055,ligand4.csv
7028_uff_e=154.37_out,-4.5,21.437,19.901,ligand4.csv
7431_uff_e=69.01_out,-5.5,0.0,0.0,ligand4.csv
7431_uff_e=69.01_out,-5.5,4.048,0.018,ligand4.csv
7431_uff_e=69.01_out,-5.2,11.344,9.376,ligand4.csv
7431_uff_e=69.01_out,-5.2,3.924,1.309,ligand4.csv
7431_uff_e=69.01_out,-5.1,11.141,9.932,ligand4.csv
7431_uff_e=69.01_out,-5.1,4.773,1.385,ligand4.csv
7431_uff_e=69.01_out,-5.1,12.705,11.094,ligand4.csv
7431_uff_e=69.01_out,-5.1,10.52,10.212,ligand4.csv
7431_uff_e=69.01_out,-5.0,19.526,17.891,ligand4.csv
7461_uff_e=62.62_out,-5.2,0.0,0.0,ligand4.csv
7461_uff_e=62.62_out,-5.1,1.766,0.715,ligand4.csv
7461_uff_e=62.62_out,-4.9,4.624,1.211,ligand4.csv
7461_uff_e=62.62_out,-4.8,2.99,1.542,ligand4.csv
7461_uff_e=62.62_out,-4.8,4.577,2.227,ligand4.csv
7461_uff_e=62.62_out,-4.7,4.619,2.289,ligand4.csv
7461_uff_e=62.62_out,-4.6,3.608,1.512,ligand4.csv
7461_uff_e=62.62_out,-4.6,22.148,21.038,ligand4.csv
7461_uff_e=62.62_out,-4.6,4.479,1.319,ligand4.csv
7462_uff_e=140.51_out,-5.3,0.0,0.0,ligand4.csv
7462_uff_e=140.51_out,-5.1,1.653,0.52,ligand4.csv
7462_uff_e=140.51_out,-5.0,2.989,1.534,ligand4.csv
7462_uff_e=140.51_out,-4.9,4.522,1.37,ligand4.csv
7462_uff_e=140.51_out,-4.8,4.71,2.368,ligand4.csv
7462_uff_e=140.51_out,-4.8,3.304,1.961,ligand4.csv
7462_uff_e=140.51_out,-4.8,4.696,1.332,ligand4.csv
7462_uff_e=140.51_out,-4.8,4.583,2.298,ligand4.csv
7462_uff_e=140.51_out,-4.7,4.423,1.741,ligand4.csv
7463_uff_e=92.32_out,-5.2,0.0,0.0,ligand4.csv
7463_uff_e=92.32_out,-5.2,1.534,0.062,ligand4.csv
7463_uff_e=92.32_out,-5.0,4.485,1.002,ligand4.csv
7463_uff_e=92.32_out,-4.9,4.651,1.388,ligand4.csv
7463_uff_e=92.32_out,-4.8,3.708,2.182,ligand4.csv
7463_uff_e=92.32_out,-4.8,4.576,2.356,ligand4.csv
7463_uff_e=92.32_out,-4.6,4.422,1.889,ligand4.csv
7463_uff_e=92.32_out,-4.6,3.546,1.921,ligand4.csv
7463_uff_e=92.32_out,-4.6,22.062,20.981,ligand4.csv
7793_uff_e=114.65_out,-4.4,0.0,0.0,ligand4.csv
7793_uff_e=114.65_out,-4.3,2.876,1.87,ligand4.csv
7793_uff_e=114.65_out,-4.2,3.135,2.043,ligand4.csv
7793_uff_e=114.65_out,-4.2,4.199,1.742,ligand4.csv
7793_uff_e=114.65_out,-4.2,4.053,2.396,ligand4.csv
7793_uff_e=114.65_out,-4.2,5.771,3.678,ligand4.csv
7793_uff_e=114.65_out,-4.2,4.934,2.604,ligand4.csv
7793_uff_e=114.65_out,-4.2,22.973,21.836,ligand4.csv
7793_uff_e=114.65_out,-4.1,22.047,20.047,ligand4.csv
8369_uff_e=64.65_out,-4.5,0.0,0.0,ligand4.csv
8369_uff_e=64.65_out,-4.4,12.105,11.342,ligand4.csv
8369_uff_e=64.65_out,-4.4,18.858,18.483,ligand4.csv
8369_uff_e=64.65_out,-4.3,2.963,1.29,ligand4.csv
8369_uff_e=64.65_out,-4.2,20.92,20.668,ligand4.csv
8369_uff_e=64.65_out,-4.0,11.224,10.698,ligand4.csv
8369_uff_e=64.65_out,-4.0,3.582,1.499,ligand4.csv
8369_uff_e=64.65_out,-4.0,11.275,10.433,ligand4.csv
8369_uff_e=64.65_out,-3.9,20.126,19.465,ligand4.csv
8417_uff_e=266.44_out,-5.5,0.0,0.0,ligand4.csv
8417_uff_e=266.44_out,-5.3,3.328,1.877,ligand4.csv
8417_uff_e=266.44_out,-5.3,19.679,18.904,ligand4.csv
8417_uff_e=266.44_out,-5.2,23.842,21.288,ligand4.csv
8417_uff_e=266.44_out,-5.1,3.232,2.117,ligand4.csv
8417_uff_e=266.44_out,-5.0,4.618,2.008,ligand4.csv
8417_uff_e=266.44_out,-5.0,10.545,8.918,ligand4.csv
8417_uff_e=266.44_out,-5.0,22.472,21.255,ligand4.csv
8417_uff_e=266.44_out,-4.9,23.821,22.603,ligand4.csv
8424_uff_e=329.17_out,-4.4,0.0,0.0,ligand4.csv
8424_uff_e=329.17_out,-4.3,2.719,1.903,ligand4.csv
8424_uff_e=329.17_out,-4.2,3.154,1.982,ligand4.csv
8424_uff_e=329.17_out,-4.2,11.984,11.237,ligand4.csv
8424_uff_e=329.17_out,-4.1,20.381,19.548,ligand4.csv
8424_uff_e=329.17_out,-4.1,11.717,10.938,ligand4.csv
8424_uff_e=329.17_out,-4.0,12.29,11.387,ligand4.csv
8424_uff_e=329.17_out,-4.0,12.029,11.319,ligand4.csv
8424_uff_e=329.17_out,-4.0,12.184,11.354,ligand4.csv
8550_uff_e=767.12_out,-6.9,0.0,0.0,ligand4.csv
8550_uff_e=767.12_out,-6.9,10.876,3.434,ligand4.csv
8550_uff_e=767.12_out,-6.8,23.708,21.572,ligand4.csv
8550_uff_e=767.12_out,-6.7,27.868,24.546,ligand4.csv
8550_uff_e=767.12_out,-6.7,1.963,0.203,ligand4.csv
8550_uff_e=767.12_out,-6.7,26.277,22.406,ligand4.csv
8550_uff_e=767.12_out,-6.7,23.713,20.86,ligand4.csv
8550_uff_e=767.12_out,-6.7,26.225,22.427,ligand4.csv
8550_uff_e=767.12_out,-6.6,9.613,3.272,ligand4.csv
8564_uff_e=618.01_out,-5.6,0.0,0.0,ligand4.csv
8564_uff_e=618.01_out,-5.5,6.169,2.599,ligand4.csv
8564_uff_e=618.01_out,-5.5,25.862,23.128,ligand4.csv
8564_uff_e=618.01_out,-5.4,25.637,22.723,ligand4.csv
8564_uff_e=618.01_out,-5.4,2.332,1.202,ligand4.csv
8564_uff_e=618.01_out,-5.3,25.422,23.01,ligand4.csv
8564_uff_e=618.01_out,-5.3,11.493,8.031,ligand4.csv
8564_uff_e=618.01_out,-5.3,25.365,22.614,ligand4.csv
8564_uff_e=618.01_out,-5.3,6.608,2.093,ligand4.csv
8616_uff_e=333.77_out,-6.2,0.0,0.0,ligand4.csv
8616_uff_e=333.77_out,-6.1,23.917,22.544,ligand4.csv
8616_uff_e=333.77_out,-6.0,22.46,20.378,ligand4.csv
8616_uff_e=333.77_out,-5.9,6.432,1.863,ligand4.csv
8616_uff_e=333.77_out,-5.9,6.226,1.92,ligand4.csv
8616_uff_e=333.77_out,-5.8,4.241,2.272,ligand4.csv
8616_uff_e=333.77_out,-5.8,6.621,1.704,ligand4.csv
8616_uff_e=333.77_out,-5.8,21.106,19.586,ligand4.csv
8616_uff_e=333.77_out,-5.5,21.593,20.214,ligand4.csv
8815_uff_e=99.22_out,-4.8,0.0,0.0,ligand4.csv
8815_uff_e=99.22_out,-4.7,4.961,2.173,ligand4.csv
